Date,No1,No2,No3,No4,No5,No6,Lucky,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize,Division 6 Winners,Division 6 Prize,Division 7 Winners,Division 7 Prize,Division 8 Winners,Division 8 Prize
24/01/2018,3,13,25,36,38,41,1,0,0,0,0,8,15337.1,39,1000,407,194.4,2455,83.65,5933,33.5,39301,10.8
20/01/2018,1,11,20,29,35,39,1,0,0,1,1000000,20,5270.4,86,1000,571,156.85,3406,68.25,8313,27.1,50161,9.55
17/01/2018,2,9,19,24,38,40,5,0,0,0,0,11,8715.35,64,1000,591,127.95,2598,75.55,9086,20.9,39809,10.15
13/01/2018,14,15,20,21,33,35,1,0,0,0,0,5,23944.1,61,1000,456,190,3046,73.85,7734,28.15,51849,8.95
10/01/2018,2,13,14,18,20,22,1,0,0,0,0,7,15994.05,44,1000,396,191.05,2504,78.45,6633,28.65,41905,9.65
06/01/2018,5,17,18,19,26,34,6,0,0,0,0,8,14157.05,62,1000,575,145.6,3181,68.3,8551,24.6,49518,9.05
03/01/2018,4,15,19,22,39,41,3,0,0,0,0,11,8434.75,41,1000,512,126.1,2121,79,8222,19.75,33537,10.3
30/12/2017,1,3,4,8,39,41,3,0,0,0,0,7,17192.65,48,1000,516,158.15,2143,98.85,9916,20.7,38495,11.35
27/12/2017,4,12,17,21,30,32,6,0,0,0,0,21,2843.85,76,1000,465,133.25,2769,58.1,6634,23.5,38391,8.65
23/12/2017,1,4,8,13,30,36,3,0,0,0,0,9,13934.65,41,1000,574,141.7,2398,88.05,9545,21.4,40791,10.7
20/12/2017,1,6,15,22,32,39,3,0,0,1,1000000,12,7448.3,54,1000,625,109.05,2427,72.9,8878,19.3,37014,9.85
16/12/2017,2,6,15,16,19,25,1,0,0,0,0,13,8051.9,51,1000,442,169.2,2735,71,6520,28.85,41422,9.65
13/12/2017,2,6,24,25,29,38,4,0,0,0,0,4,22423.05,36,1000,326,186.85,1695,93.3,5328,28.75,29191,11.2
09/12/2017,4,6,15,17,38,41,4,0,0,0,0,5,20034.05,43,1000,421,164.3,2197,81.75,6887,25.25,34478,10.75
06/12/2017,4,5,14,15,23,36,4,0,0,0,0,7,12462.85,36,1000,435,137.15,1974,78.45,6475,23.15,33678,9.5
02/12/2017,1,15,16,24,34,40,3,0,0,0,0,12,8470.75,39,1000,513,133.15,2061,86,8281,20.75,34073,10.75
29/11/2017,7,12,15,17,19,21,1,0,0,0,0,5,12048.35,66,1000,386,150.55,2478,60.9,5568,26.25,37768,8.25
25/11/2017,11,13,17,22,24,29,2,0,0,0,0,16,4828.2,61,1000,578,112.1,2688,62.6,8184,19.9,40027,8.65
22/11/2017,5,6,14,32,35,41,1,0,0,0,0,4,17776.5,34,1000,281,179.85,1920,68.35,4219,30.1,27654,9.8
18/11/2017,9,14,19,20,28,30,4,0,0,0,0,9,9913.7,33,1000,525,113.2,2436,63.35,7559,19.75,35923,8.85
15/11/2017,3,5,18,31,37,38,2,0,0,0,0,9,9083.85,16,1000,214,227.15,1076,117.25,3987,30.65,20608,12.65
11/11/2017,3,8,11,16,17,22,1,0,0,0,0,9,8000.95,51,1000,447,129.75,2788,54,6339,23,40230,7.7
08/11/2017,15,33,34,38,39,42,6,0,0,0,0,4,14666.5,43,1000,240,199.35,1386,89.6,4590,26.2,24307,10.55
04/11/2017,3,4,12,18,27,42,5,0,0,1,1000000,6,13117.2,40,1000,512,111.15,2363,62.5,7138,20.05,34359,8.85
01/11/2017,5,10,13,19,23,25,3,0,0,1,1000000,13,3653.75,51,1000,479,94.75,1901,62,7016,16.25,26856,9.05
28/10/2017,3,13,16,28,33,34,6,0,0,1,1000000,6,12059.45,41,1000,393,137.55,2308,60.8,6140,22.15,34852,8.3
25/10/2017,2,15,17,18,30,35,4,0,0,0,0,8,7817.05,29,1000,231,190.8,1327,86.2,4144,26.75,22712,10.4
21/10/2017,6,11,16,23,31,33,5,0,0,0,0,15,3918.15,52,1000,500,103.2,2469,54.25,6621,19.6,29543,9.35
18/10/2017,18,29,32,35,39,40,2,0,0,0,0,4,15102.5,28,1000,245,173.75,1383,79.9,4429,24.15,21844,10.45
14/10/2017,7,18,24,26,29,39,2,0,0,0,0,9,7295.45,43,1000,362,142.1,1904,70.15,5514,23.45,28254,9.75
11/10/2017,3,10,16,35,36,42,3,0,0,0,0,6,10848.35,20,1000,298,139.9,1152,93.95,5361,19.55,19766,11.3
07/10/2017,6,10,21,30,32,42,3,1,5006110.4,0,0,21,2245.65,107,797.9,654,90.75,2656,58,8601,17.35,34306,9.25
04/10/2017,1,14,18,30,33,38,6,0,0,0,0,5,14220.85,29,1000,244,198.7,1327,94.85,4166,29.25,22886,11.35
30/09/2017,1,5,23,29,31,35,3,0,0,0,0,5,16829,30,1000,380,146.3,1567,92.1,6344,22.05,25205,11.8
27/09/2017,9,17,22,27,31,32,6,0,0,1,1000000,8,4869,60,1000,433,103.25,2525,45.95,5040,22.3,30133,7.95
23/09/2017,5,16,17,18,27,32,3,0,0,0,0,7,10149.95,34,1000,450,112.25,1773,73.95,7338,17.3,28362,9.55
20/09/2017,6,25,26,27,31,38,4,0,0,0,0,3,25086.6,9,1000,154,275.25,982,112.05,3547,30.05,18784,12.1
16/09/2017,4,8,12,27,40,41,2,1,8418717.65,0,0,11,6066.35,66,1000,535,114.85,2464,64.75,7468,20.7,36323,9.05
13/09/2017,3,5,7,18,27,30,6,0,0,0,0,6,6621.35,76,946.35,383,130.55,2479,52.35,5628,22.35,34071,7.85
09/09/2017,4,7,8,10,15,26,3,0,0,0,0,14,4145.45,68,1000,639,90.45,2458,61.05,9174,15.85,35944,8.6
06/09/2017,2,9,16,30,35,40,4,0,0,1,1000000,16,2417.2,78,897.65,368,132.3,1899,66.55,5144,23.8,28673,9.1
02/09/2017,8,24,28,29,32,34,6,0,0,0,0,5,17142.25,31,1000,345,164.65,2010,73.35,5675,25.15,32878,9.25
30/08/2017,13,21,30,37,40,42,2,0,0,0,0,7,8733.85,35,1000,308,148.8,1611,73.85,4943,23.3,25081,9.8
26/08/2017,10,16,23,30,39,41,6,0,0,0,0,10,7754.6,32,1000,305,173.85,1639,84,5029,26.5,26724,10.65
23/08/2017,3,6,10,20,28,30,4,0,0,0,0,13,2637.35,81,766.3,393,109.8,2456,45.6,5267,20.6,30130,7.65
19/08/2017,10,18,29,30,34,36,5,0,0,1,1000000,6,11183.65,39,1000,309,163.55,1411,92.95,5660,22.45,24616,11
16/08/2017,6,17,24,31,39,42,1,0,0,0,0,8,7752.2,27,1000,229,187.7,1597,69.85,3818,28.3,23943,9.6
12/08/2017,5,8,14,26,33,41,3,1,17138941,0,0,13,5648.85,84,1000,750,96.4,3076,61,10410,17.45,42929,9
09/08/2017,4,9,16,19,30,39,1,0,0,0,0,14,4257.05,77,1000,437,142.6,2751,58.8,6219,25.2,38878,8.6
05/08/2017,7,11,18,21,27,37,2,0,0,0,0,16,3582.05,97,1000,688,100.8,3394,53.05,9294,18.75,44117,8.4
02/08/2017,5,12,13,14,37,42,3,0,0,0,0,12,6727.9,33,1000,331,166.4,1529,93.5,6189,22.35,25668,11.5
29/07/2017,16,19,23,34,35,41,4,0,0,0,0,5,19588.5,39,1000,387,171.55,2040,84.5,6523,25.6,33366,10.65
26/07/2017,5,12,23,25,26,31,6,0,0,0,0,6,14049,35,1000,290,199.05,1824,82.15,5170,28.05,29809,10.35
22/07/2017,9,22,30,37,41,42,3,0,0,0,0,10,9091.4,40,1000,491,128.7,1916,85.6,7655,20.75,31477,10.75
19/07/2017,6,13,24,30,31,40,1,0,0,1,1000000,12,4912.5,58,1000,345,157,1994,70.5,4822,28.25,29898,9.7
15/07/2017,1,13,16,27,29,37,6,0,0,0,0,10,8966.65,44,1000,384,167.15,2332,71.45,6087,26.5,34856,9.85
12/07/2017,2,5,16,17,26,39,6,0,0,0,0,7,8097.05,54,1000,334,153.75,2171,61.4,5101,25.3,30847,8.9
08/07/2017,8,9,32,34,37,41,6,0,0,0,0,4,21858.65,34,1000,348,169.35,1779,86,5478,27.05,31369,10.05
05/07/2017,6,12,16,20,28,37,1,0,0,0,0,11,4964.05,53,1000,280,178.1,2051,63.1,4360,28.75,28989,9.2
01/07/2017,8,9,21,26,35,40,1,0,0,0,0,10,4922.6,85,1000,420,143.5,3085,50.7,6161,24.6,42934,7.5
28/06/2017,19,22,28,30,33,35,1,0,0,0,0,0,0,33,1000,245,197.5,1622,77.45,3987,30.5,26961,9.6
24/06/2017,1,5,6,9,29,39,2,0,0,0,0,9,5333.6,71,1000,510,105.65,2704,51.7,6798,19.9,36363,7.95
21/06/2017,10,23,26,32,36,41,1,0,0,0,0,13,3794.6,47,1000,272,164.3,1712,67.75,3797,29.6,24442,9.8
17/06/2017,2,13,16,25,26,30,2,0,0,0,0,15,4997.65,34,1000,398,131.95,1724,79.1,6085,21.7,26288,10.7
14/06/2017,3,7,15,18,30,31,3,0,0,0,0,18,3023.8,42,1000,509,88.9,1659,70.8,6920,16.45,23983,10.1
10/06/2017,9,11,13,17,18,25,6,0,0,0,0,7,8046.4,58,1000,368,143.5,2245,61.05,5846,22.7,33923,8.35
07/06/2017,16,21,30,38,41,42,4,0,0,0,0,2,31698.5,27,1000,242,180.55,1329,85.35,4145,26.5,22127,10.6
03/06/2017,12,13,22,23,26,40,6,0,0,1,1000000,6,12879.6,33,1000,360,148.05,2121,65.25,5597,23.95,31322,9.1
31/05/2017,16,17,18,23,33,35,5,1,2997672.1,0,0,4,17061.75,31,1000,307,155.8,1444,86,5494,21.9,25110,10.2
27/05/2017,1,11,12,22,34,38,5,0,0,0,0,5,14678.75,35,1000,354,147.25,1782,75.95,6088,21.5,27234,10.25
24/05/2017,9,20,21,30,34,40,3,0,0,0,0,16,3392.5,57,1000,605,84.85,2291,58.2,8185,15.75,32421,8.5
20/05/2017,7,14,17,23,25,38,5,1,37025973.45,0,0,23,6257.65,98,1000,894,127.85,3839,77.3,13621,21.1,59861,10.25
17/05/2017,6,22,26,32,37,38,1,0,0,0,0,11,13403.95,57,1000,464,213.9,2746,93.8,7815,31.9,50434,10.55
13/05/2017,1,4,9,13,31,40,2,0,0,0,0,19,7355.65,90,1000,780,139.55,4169,67.8,12227,22.4,61602,9.45
10/05/2017,6,11,26,28,31,33,1,0,0,1,1000000,14,8460.65,84,1000,699,136.55,4132,59.95,8338,28.75,54975,9.3
06/05/2017,6,15,19,25,29,33,3,0,0,1,1000000,40,2537.15,137,1000,1189,91.25,4732,59.55,15586,17.5,61603,9.45
03/05/2017,9,19,29,31,33,41,1,0,0,1,1000000,21,3563.8,136,996.2,730,129.05,4997,48.95,9253,25.6,61407,8.2
29/04/2017,6,14,16,20,21,39,5,0,0,0,0,20,5734.1,94,1000,710,137.5,3512,72.15,11260,21.8,53644,9.75
26/04/2017,9,11,12,14,25,40,2,0,0,0,0,18,6513.2,57,1000,580,144.35,2764,78.6,9646,21.8,45891,9.75
22/04/2017,5,6,17,21,31,42,5,0,0,1,1000000,15,8326.5,68,1000,875,105.35,3355,71.3,12143,19.1,52952,9.3
19/04/2017,6,13,14,29,39,41,3,0,0,1,1000000,9,11672.4,50,1000,631,118.2,2444,79.2,9638,19.45,38475,10.4
15/04/2017,14,18,24,29,31,36,4,0,0,0,0,8,16129.35,48,1000,572,150.5,2747,81.35,8590,25.2,43844,10.5
12/04/2017,4,12,29,33,34,40,4,0,0,1,1000000,11,9322.1,65,1000,583,136.25,2514,82.05,9244,21.6,43313,9.8
08/04/2017,4,11,21,23,28,42,1,0,0,0,0,12,8407.1,91,1000,637,140.15,4044,57.3,9209,24.35,60124,7.95
05/04/2017,6,16,21,24,29,39,6,0,0,0,0,12,7998,73,1000,597,132.95,3160,65.2,9253,21.55,47846,8.9
01/04/2017,5,7,8,9,15,20,4,0,0,0,0,18,4648.9,114,1000,685,131.25,4024,58,10396,21.75,58560,8.2
29/03/2017,5,11,22,30,34,40,3,0,0,0,0,24,3108.35,86,1000,669,110.2,2743,69.75,10436,17.75,41594,9.5
25/03/2017,4,14,21,23,32,39,1,0,0,1,1000000,13,5104.2,125,961,562,148.6,4132,52.45,7586,27.65,53093,8.45
22/03/2017,5,17,19,30,38,41,1,0,0,0,0,5,18918.05,55,1000,370,192.55,2460,75.2,5736,31.2,38053,10.05
18/03/2017,4,5,16,23,24,25,4,0,0,0,0,14,8052.85,56,1000,540,150,2507,83.85,8728,23.35,42142,10.3
15/03/2017,1,4,7,8,11,17,1,0,0,1,1000000,21,2568.9,145,673.55,717,94.7,3676,47.95,8117,21.05,46772,7.8
11/03/2017,3,6,10,13,21,33,6,0,0,0,0,25,2466.45,139,803.05,907,85.55,4782,42.15,10552,18.5,57820,7.2
08/03/2017,8,18,20,22,35,38,3,0,0,0,0,21,2499.95,102,931.8,651,101.5,2783,61.65,8783,18.9,36661,9.65
04/03/2017,1,5,10,12,15,20,2,0,0,0,0,23,2823.6,103,1000,807,93.85,3900,50.4,9229,20.65,44729,9.05
01/03/2017,4,9,14,16,19,37,1,0,0,1,1000000,2,42142.9,51,1000,366,175.7,2145,77.8,5606,28.85,35871,9.6
25/02/2017,1,10,16,17,28,38,5,0,0,0,0,15,6877.95,48,1000,514,141.6,2327,81.2,8310,22,38730,10.05
22/02/2017,3,5,9,13,29,42,1,0,0,0,0,12,3840.55,81,1000,424,134.45,2924,50.6,6047,23.7,40403,7.55
18/02/2017,4,14,21,22,24,36,1,0,0,0,0,9,8722.4,55,1000,374,168.4,2732,59.85,5624,28.15,39529,8.55
15/02/2017,3,16,17,25,28,42,1,0,0,1,1000000,5,14002.45,41,1000,353,149.75,2207,62.15,5132,25.9,31895,8.9
11/02/2017,3,9,14,15,31,39,3,0,0,0,0,7,12933.15,39,1000,560,111.75,2104,77.2,8849,17.8,32314,10.35
08/02/2017,5,8,14,16,21,39,6,0,0,0,0,2,33672.9,43,1000,359,145.7,2211,61.4,5507,23.9,32351,8.65
04/02/2017,1,4,7,9,11,35,5,0,0,0,0,20,2729.8,81,1000,591,103.85,3049,52.25,8058,19.15,39848,8.25
01/02/2017,1,14,18,22,28,29,2,0,0,0,0,9,7513.25,38,1000,355,141.95,1644,79.55,5930,21.35,28824,9.35
28/01/2017,1,2,5,14,25,42,4,0,0,0,0,3,24216.4,52,1000,341,172.25,2086,73.1,5473,27,31933,9.85
25/01/2017,16,20,32,33,34,35,4,0,0,0,0,5,13242.2,33,1000,332,143.4,1871,66.05,4772,25.1,25664,9.95
21/01/2017,6,10,14,22,24,39,4,0,0,0,0,8,7209.15,63,1000,445,124.85,2458,58.7,6507,21.45,33875,8.8
18/01/2017,14,16,26,29,38,42,6,1,8517583.95,0,0,9,5278.8,77,1000,518,108.3,2744,53.05,6114,23.05,34061,8.8
14/01/2017,10,12,22,29,39,40,5,0,0,0,0,12,8621.85,40,1000,581,119.85,2502,72.25,8931,19.6,39922,9.35
11/01/2017,15,19,23,24,25,34,2,0,0,0,0,9,9654.05,28,1000,412,136.35,1850,78.85,6197,22.8,29592,10.15
07/01/2017,8,26,28,31,32,39,4,0,0,0,0,7,14468.55,32,1000,440,148.25,2194,77.2,6959,23.55,35661,9.8
04/01/2017,4,12,33,34,36,37,5,0,0,0,0,7,12011,30,1000,315,176.4,1390,103.75,5313,26.3,25602,11.6
31/12/2016,2,4,13,22,36,39,3,0,0,0,0,6,19001.2,65,1000,619,132.35,2495,81.95,9418,21.95,38336,10.75
28/12/2016,5,11,13,18,22,33,2,0,0,2,500000,18,2792.45,108,858.6,609,107.45,3284,49.75,7974,20.7,40960,8.05
24/12/2016,15,21,24,29,33,36,6,0,0,0,0,8,15002.1,65,1000,593,142.75,3237,65.3,9156,23.35,50945,8.35
21/12/2016,2,8,9,10,32,36,5,0,0,0,0,10,15989.05,43,1000,623,149,2873,80.7,11255,20.8,53591,8.75
17/12/2016,7,13,18,24,28,33,6,3,23376695.3,4,250000,84,7492.8,402,1000,2984,158.15,16392,71.9,44362,26.85,244506,9.75
14/12/2016,20,24,27,30,33,35,2,0,0,1,1000000,53,13076.9,219,1000,2540,164.3,12038,86.55,42769,24.6,201653,10.45
10/12/2016,3,19,21,26,31,36,4,0,0,0,0,34,19309.65,163,1000,1926,194.7,10265,91.2,34784,27.2,177570,10.65
07/12/2016,4,7,25,29,40,42,6,0,0,0,0,45,10752.4,239,1000,1845,179.3,9948,83,28206,29.6,154770,10.75
03/12/2016,13,20,26,28,36,42,5,0,0,0,0,42,13533.3,141,1000,1786,181.75,8213,98.7,32532,25.2,141428,11.55
30/11/2016,1,2,5,13,24,29,6,0,0,1,1000000,22,15746.2,107,1000,938,221.2,5636,91.9,16594,31.55,94849,11
26/11/2016,8,9,21,23,24,37,3,0,0,0,0,26,10999.45,138,1000,1422,136.45,5996,80.8,23748,20.6,97681,10
23/11/2016,3,5,8,20,23,36,6,0,0,1,1000000,27,7826.4,123,1000,980,156.1,5436,70.25,13960,27.65,82623,9.35
19/11/2016,7,8,11,23,36,41,3,0,0,0,0,36,6776.35,102,1000,1229,128.8,4841,81.65,19141,20.85,77430,10.3
16/11/2016,1,6,17,20,26,36,6,0,0,1,1000000,16,14094.45,73,1000,801,170.55,4097,83.25,12780,26.95,64100,10.75
12/11/2016,4,8,11,15,35,40,2,0,0,0,0,25,7881.55,117,1000,1069,134.4,5233,68.55,16478,22,79994,9.05
09/11/2016,2,23,29,35,36,38,4,0,0,0,0,10,19884.1,58,1000,556,211.35,2823,103.95,9189,32.25,48630,12.2
05/11/2016,8,17,21,28,31,36,2,0,0,3,333333.35,40,2587.7,208,918.05,1316,102.4,6331,53.15,16395,20.75,77498,8.75
02/11/2016,2,3,6,15,27,41,4,0,0,0,0,19,9632.85,74,1000,787,149.45,4414,66.5,11460,25.9,64998,9.1
29/10/2016,1,2,3,5,26,29,3,0,0,0,0,15,12738.9,67,1000,1021,115.65,3893,75.75,13645,21.85,52470,11.35
26/10/2016,1,7,11,15,29,38,2,0,0,0,0,18,6627.55,107,1000,714,145,4266,60.6,10858,24.05,57763,9.05
22/10/2016,12,20,21,25,27,41,6,0,0,0,0,5,39567.25,44,1000,502,220.45,2603,106.15,8970,31.15,48747,11.45
19/10/2016,3,12,16,18,21,28,2,0,0,0,0,16,8346.25,84,1000,781,127.45,3918,63.45,11782,21.3,56184,8.95
15/10/2016,6,19,21,22,27,33,1,0,0,0,0,10,17179.15,66,1000,527,206.45,3799,71.5,9453,29.05,63606,8.6
12/10/2016,3,14,16,26,32,38,3,0,0,0,0,16,9400.75,58,1000,800,119.2,3178,74.9,11599,20.75,45599,10.55
08/10/2016,6,8,13,24,33,36,3,0,0,0,0,18,5603.4,114,1000,910,108.05,3538,69.4,12982,19.1,50361,9.85
05/10/2016,3,5,6,27,34,41,2,0,0,0,0,10,13249.8,54,1000,475,179.65,2549,83.6,8724,24.7,42890,10.05
01/10/2016,5,8,9,10,34,40,4,0,0,0,0,5,30515.2,53,1000,615,152.95,3067,76.55,9622,24.65,51718,9.15
28/09/2016,7,16,17,18,24,30,1,0,0,0,0,6,21535.4,44,1000,375,211.35,2139,92.5,5958,33.55,36927,10.8
24/09/2016,1,6,17,22,30,37,3,0,0,0,0,11,12323.7,48,1000,611,137.45,2501,83.85,8918,23.75,37659,11.25
21/09/2016,8,13,22,32,34,36,4,0,0,1,1000000,16,4016.4,96,1000,597,122.85,3356,54.55,8144,22.7,42279,8.75
17/09/2016,5,14,17,19,24,37,2,0,0,0,0,12,10522.5,53,1000,465,176.4,2393,85.6,7944,26.05,38286,10.8
14/09/2016,7,9,14,25,35,39,4,0,0,0,0,9,9427.75,68,1000,515,135.8,2380,73.35,7243,24.35,36436,9.65
10/09/2016,6,23,24,26,37,40,3,0,0,0,0,7,18065.55,42,1000,479,160.9,2084,92.35,7757,25.05,32955,11.8
07/09/2016,3,8,13,14,36,42,1,0,0,1,1000000,12,8523.45,45,1000,299,225.4,1913,87.95,5385,31.6,33036,10.3
03/09/2016,7,19,28,31,32,34,2,0,0,0,0,9,15581.4,28,1000,457,168.45,2060,93.3,7571,25.65,36557,10.6
31/08/2016,2,4,14,20,23,36,6,0,0,0,0,14,7674.85,38,1000,309,215.4,1916,86.7,5384,31.2,31489,10.65
27/08/2016,6,9,11,18,21,36,2,0,0,1,1000000,16,5263.9,75,1000,623,116.95,3159,57.6,8814,20.85,43545,8.45
24/08/2016,2,7,11,27,28,31,2,0,0,1,1000000,11,7673.4,50,1000,514,119.65,2287,67.15,7352,21.1,33970,9.1
20/08/2016,9,18,35,36,39,40,2,0,0,0,0,3,44655.05,22,1000,422,169.1,2071,86.05,6774,26.6,34301,10.5
17/08/2016,6,10,14,31,36,38,6,0,0,0,0,7,11886.35,41,1000,289,196.65,1445,98.2,4707,30.45,24894,11.5
13/08/2016,10,15,27,37,39,41,2,0,0,0,0,7,11448.95,55,1000,398,155.35,2097,73.6,6210,25.15,30379,10.25
10/08/2016,8,24,26,28,40,42,3,0,0,0,0,11,5376.55,56,1000,488,107.95,2012,65.4,6742,19.7,28357,9.35
06/08/2016,1,2,10,19,20,34,3,0,0,0,0,15,6090.75,40,1000,512,117.4,1988,75.5,7366,20.6,29590,10.25
03/08/2016,2,11,12,19,26,41,1,0,0,0,0,4,14887.2,46,1000,264,182.95,1699,70.95,3981,30.6,25546,9.55
30/07/2016,7,8,11,13,16,39,4,0,0,0,0,6,16779.05,26,1000,290,199.85,1650,87.7,5739,25.5,30676,9.5
27/07/2016,2,3,15,16,34,36,6,0,0,0,0,7,11220.7,29,1000,196,251.05,1449,84.8,4192,29.6,22977,10.8
23/07/2016,4,6,19,25,39,40,4,0,0,1,1000000,5,17431.25,34,1000,353,157.05,1636,84.6,5131,27.25,25103,11.15
20/07/2016,8,12,19,22,30,31,4,0,0,0,0,10,4526.95,55,1000,347,132.2,1919,59.7,4680,24.75,24155,9.55
16/07/2016,12,16,19,20,27,31,4,0,0,0,0,10,7993.55,40,1000,304,180.55,1609,85.15,4976,27.85,26328,10.5
13/07/2016,4,26,28,31,32,40,2,0,0,0,0,5,14711.55,28,1000,235,197.75,1258,92.25,4572,25.65,22036,10.65
09/07/2016,9,14,24,26,39,41,2,0,0,0,0,13,5319.45,47,1000,368,144.45,1879,70.6,5473,24.5,26756,10
06/07/2016,1,4,6,15,20,26,5,0,0,1,1000000,4,13930.6,43,1000,312,144.8,1698,66.4,4814,23.7,24137,9.45
02/07/2016,8,13,17,31,33,42,1,0,0,1,1000000,4,16614.75,51,1000,338,159,1999,67.15,4791,28.3,30298,8.95
29/06/2016,7,11,14,22,34,36,4,1,1943307.2,0,0,13,3881.05,50,1000,357,128.75,1995,57.5,5149,22.5,25962,8.9
25/06/2016,2,8,13,27,29,40,3,0,0,1,1000000,10,5799.5,63,1000,522,106.05,2121,65.15,7669,18.2,29649,9.4
22/06/2016,2,8,15,16,30,36,3,1,19705765.1,0,0,8,17250.25,32,1000,477,163.1,2126,91.35,8581,22.85,35167,11.15
18/06/2016,2,6,12,17,19,41,5,0,0,0,0,7,17997.15,69,1000,580,153.8,2890,77.1,9206,24.45,43563,10.3
15/06/2016,4,22,23,28,30,38,2,0,0,0,0,4,31715,41,1000,366,209.85,1868,102.65,7223,26.85,34284,11.3
11/06/2016,5,19,23,35,37,40,3,0,0,2,500000,11,10625.5,73,1000,558,155.7,2530,85.75,9121,24.05,38552,11.35
08/06/2016,2,4,16,17,19,41,3,0,0,0,0,11,10147.25,57,1000,582,132.55,2338,82.4,8857,22,36462,10.65
04/06/2016,9,21,24,25,30,33,2,0,0,1,1000000,27,3150.55,108,1000,750,117.8,3574,61.7,10097,22.1,48338,9.2
01/06/2016,3,10,30,34,35,41,3,0,0,0,0,9,13774.65,35,1000,443,164.2,1718,105.7,8227,22.3,30461,12.05
28/05/2016,10,12,13,14,19,34,4,0,0,0,0,7,19072.95,37,1000,389,200.55,1987,98.05,7232,27.2,36662,10.75
25/05/2016,9,20,24,26,39,40,1,0,0,0,0,6,17654.05,45,1000,317,217.85,2310,74.65,5555,31.35,36272,9.6
21/05/2016,5,6,13,18,29,37,2,0,0,0,0,11,9461.95,59,1000,412,181.1,2190,85.05,7023,26.8,34645,10.85
18/05/2016,10,14,19,22,30,37,5,0,0,1,1000000,10,9835.55,37,1000,392,158,1762,87.75,6088,25.65,28024,11.15
14/05/2016,5,6,16,19,36,37,2,0,0,0,0,11,13046.25,33,1000,456,177.1,2158,93.45,7168,28.45,35398,11.5
11/05/2016,11,14,15,18,20,28,1,0,0,1,1000000,6,14540.45,41,1000,302,194.3,2101,69.75,5154,28.75,33395,8.85
07/05/2016,2,11,19,20,36,42,3,0,0,0,0,9,11428.1,34,1000,475,131.85,1825,85.65,7014,22.55,27507,11.45
04/05/2016,6,8,9,19,21,40,2,0,0,0,0,7,8280.2,70,1000,520,112.6,2736,53.45,7574,19.5,37030,7.95
30/04/2016,3,5,12,26,29,37,1,0,0,0,0,5,22500.5,31,1000,312,210.45,2011,81.5,5124,32.35,31947,10.35
27/04/2016,9,10,14,17,27,36,4,0,0,0,0,6,9559.95,61,1000,473,114.5,2334,57.95,6264,21.8,32712,8.35
23/04/2016,10,11,20,28,30,35,6,0,0,0,0,11,7744.45,50,1000,450,137.45,2500,61.8,5916,26.4,35542,8.75
20/04/2016,2,3,12,18,22,23,5,0,0,0,0,9,7666.8,41,1000,326,154.4,1645,76.4,5192,24.45,24979,10.15
16/04/2016,14,27,32,36,40,42,2,0,0,0,0,5,16859,48,1000,452,133.95,2263,66.8,6394,23.9,30762,9.9
13/04/2016,5,16,21,24,33,36,4,0,0,1,1000000,10,5604.25,55,1000,325,156.35,1975,64.25,4954,25.9,27172,9.4
09/04/2016,3,10,14,25,28,36,4,0,0,0,0,7,11862.55,50,1000,403,151.05,2235,68,5746,26.75,31426,9.75
06/04/2016,7,21,23,31,34,41,6,0,0,1,1000000,12,3579.75,66,1000,335,148.8,2054,60.6,4449,28.3,27439,9.15
02/04/2016,4,12,14,18,25,40,2,0,0,0,0,9,9219.75,43,1000,383,150.5,1976,72.85,5698,25.55,27889,10.4
30/03/2016,1,8,20,21,26,31,6,0,0,0,0,4,15034.4,39,1000,205,221.3,1254,90.3,3961,28.9,22136,10.35
26/03/2016,4,6,24,25,29,42,2,0,0,1,1000000,5,20098.65,20,1000,290,190.1,1463,94.1,5208,26.7,26119,10.65
23/03/2016,1,12,22,27,28,32,5,1,6080150.65,0,0,28,3096.55,34,1000,431,128.15,1939,71.1,5918,23.55,27719,10.05
19/03/2016,5,10,20,24,25,40,5,0,0,1,1000000,32,1653.45,85,1000,732,86.2,2511,62.75,7424,21.45,30964,10.25
16/03/2016,14,19,21,25,28,37,2,0,0,0,0,4,23507.2,25,1000,265,205.55,1418,95.9,5073,27.1,24597,11.15
12/03/2016,2,15,19,21,24,31,2,0,0,0,0,9,12405.9,32,1000,415,158.4,1867,87.9,6729,24.65,29428,11.25
09/03/2016,2,15,28,36,40,41,1,0,0,0,0,3,29073.5,31,1000,293,184.6,1811,74.6,4083,33.45,27310,10
05/03/2016,6,7,12,17,20,30,1,0,0,1,1000000,10,8274.65,59,1000,375,172.95,2458,65.9,5657,28.95,35427,9.25
02/03/2016,7,18,19,21,22,24,3,0,0,0,0,9,7703.05,47,1000,433,122.95,1741,76.35,6736,19.95,26311,10.2
27/02/2016,7,11,14,18,22,38,5,0,0,0,0,17,5898.4,40,1000,473,135.7,2200,72.85,7376,21.95,33387,9.7
24/02/2016,4,8,10,14,26,28,4,0,0,1,1000000,17,3196.4,64,1000,556,97.4,2528,53.5,6931,19.7,34493,7.9
20/02/2016,4,8,17,19,24,28,5,1,24123061.9,2,500000,25,4480.5,145,1000,1138,103.35,5057,58.05,14172,20.95,65908,9
